City,crime,Age_Group,Gender,2023,2024
Bhopal,EXTORTION,10-19,X,0.0,0.0
Bhopal,EXTORTION,20-29,F,0.20013807316901255,0.41680769119834565
Bhopal,EXTORTION,20-29,M,0.1063591737135493,0.21225424835964526
Bhopal,EXTORTION,20-29,X,0.0,0.0
Bhopal,EXTORTION,30-39,F,0.2523641469697728,0.3965663325497293
Bhopal,EXTORTION,30-39,M,0.16300670526627756,0.2537610434321123
Bhopal,EXTORTION,30-39,X,0.0,0.0
Bhopal,EXTORTION,40-49,F,0.4834784293031908,0.36773235358429
Bhopal,EXTORTION,40-49,M,0.30369232994480905,0.25163262512114243
Bhopal,EXTORTION,40-49,X,0.0,0.0
Bhopal,EXTORTION,50-59,F,0.3083274929769006,0.24590242123332906
Bhopal,EXTORTION,50-59,M,0.20370732054418872,0.14101168017650337
Bhopal,EXTORTION,50-59,X,0.0,0.0
Bhopal,EXTORTION,60-69,F,0.24514828584413673,0.4237640166858367
Bhopal,EXTORTION,60-69,M,0.1302585390714551,0.22547154534947775
Bhopal,EXTORTION,60-69,X,0.0,0.0
Bhopal,EXTORTION,70-79,F,0.34619691174744965,0.32926619161985243
Bhopal,EXTORTION,70-79,M,0.23317439205898144,0.19298490758878975
Bhopal,EXTORTION,70-79,X,0.0,0.0
Bhopal,FIREARM OFFENSE,10-19,F,0.2325702043904059,0.383205757335634
Bhopal,FIREARM OFFENSE,10-19,M,0.1532139449626525,0.2250338242776796
Bhopal,FIREARM OFFENSE,10-19,X,0.0,0.0
Bhopal,FIREARM OFFENSE,20-29,F,0.14800478174070195,0.2927160363198607
Bhopal,FIREARM OFFENSE,20-29,M,0.0792307853632209,0.14904585217281432
Bhopal,FIREARM OFFENSE,20-29,X,0.0,0.0
Bhopal,FIREARM OFFENSE,30-39,F,0.19207111710491648,0.27630514145228247
Bhopal,FIREARM OFFENSE,30-39,M,0.1239558043041965,0.17699334070465278
Bhopal,FIREARM OFFENSE,30-39,X,0.0,0.0
Bhopal,FIREARM OFFENSE,40-49,F,0.36303312101396373,0.25717740415641155
Bhopal,FIREARM OFFENSE,40-49,M,0.22804585975482228,0.17582166476794736
Bhopal,FIREARM OFFENSE,40-49,X,0.0,0.0
Bhopal,FIREARM OFFENSE,50-59,F,0.23064341414172937,0.17321969908847204
Bhopal,FIREARM OFFENSE,50-59,M,0.15200838396733315,0.0992026969128896
Bhopal,FIREARM OFFENSE,50-59,X,0.0,0.0
Bhopal,FIREARM OFFENSE,60-69,F,0.18156652450424454,0.297038124505013
Bhopal,FIREARM OFFENSE,60-69,M,0.09763517980725382,0.15804476844082158
Bhopal,FIREARM OFFENSE,60-69,X,0.0,0.0
Bhopal,FIREARM OFFENSE,70-79,F,0.25453733745282386,0.23203004093653318
Bhopal,FIREARM OFFENSE,70-79,M,0.17184842157672653,0.13567734312187416
Bhopal,FIREARM OFFENSE,70-79,X,0.0,0.0
Bhopal,FRAUD,10-19,F,0.27848979611078056,0.4506868642271571
Bhopal,FRAUD,10-19,M,0.18326640197351013,0.26555965384228375
Bhopal,FRAUD,10-19,X,0.0,0.0
Bhopal,FRAUD,20-29,F,0.17949611589969355,0.34726859651940234
Bhopal,FRAUD,20-29,M,0.09542145006379149,0.1764970127041395
Bhopal,FRAUD,20-29,X,0.0,0.0
Bhopal,FRAUD,30-39,F,0.22802459141588505,0.33333107366398
Bhopal,FRAUD,30-39,M,0.14742819749934116,0.21254458030911977
Bhopal,FRAUD,30-39,X,0.0,0.0
Bhopal,FRAUD,40-49,F,0.43463383817096013,0.3059658713364557
Bhopal,FRAUD,40-49,M,0.2730487913881692,0.2092598067956365
Bhopal,FRAUD,40-49,X,0.0,0.0
Bhopal,FRAUD,50-59,F,0.2769938602147132,0.2044333934648247
Bhopal,FRAUD,50-59,M,0.18304221117121616,0.11722743892741848
Bhopal,FRAUD,50-59,X,0.0,0.0
Bhopal,FRAUD,60-69,F,0.22096943892138346,0.35445251118766574
Bhopal,FRAUD,60-69,M,0.11778788606234594,0.1884142713190395
Bhopal,FRAUD,60-69,X,0.0,0.0
Bhopal,FRAUD,70-79,F,0.31139330511261143,0.27269525196626365
Bhopal,FRAUD,70-79,M,0.21002532094402404,0.15995024285511267
Bhopal,FRAUD,70-79,X,0.0,0.0
Bhopal,HOMICIDE,10-19,F,0.21283302008021587,0.3482610542132277
Bhopal,HOMICIDE,10-19,M,0.14008971057439357,0.20471760956068544
Bhopal,HOMICIDE,10-19,X,0.0,0.0
Bhopal,HOMICIDE,20-29,F,0.1366732483593858,0.2679049860826618
Bhopal,HOMICIDE,20-29,M,0.07286239350667151,0.13610380120514354
Bhopal,HOMICIDE,20-29,X,0.0,0.0
Bhopal,HOMICIDE,30-39,F,0.17511168734956145,0.2555218672663002
Bhopal,HOMICIDE,30-39,M,0.11308702302887236,0.16317848028318488
Bhopal,HOMICIDE,30-39,X,0.0,0.0
Bhopal,HOMICIDE,40-49,F,0.332670634155971,0.23488173585479644
Bhopal,HOMICIDE,40-49,M,0.2089411245514395,0.16053849435323836
Bhopal,HOMICIDE,40-49,X,0.0,0.0
Bhopal,HOMICIDE,50-59,F,0.21178229745182134,0.15834754606005166
Bhopal,HOMICIDE,50-59,M,0.1397565576486977,0.09070538459125096
Bhopal,HOMICIDE,50-59,X,0.0,0.0
Bhopal,HOMICIDE,60-69,F,0.16787165995077188,0.27286868908594136
Bhopal,HOMICIDE,60-69,M,0.0897681797632393,0.145056888127052
Bhopal,HOMICIDE,60-69,X,0.0,0.0
Bhopal,HOMICIDE,70-79,F,0.23603648248976966,0.2112140029125125
Bhopal,HOMICIDE,70-79,M,0.15920974720628492,0.12358981956723748
Bhopal,HOMICIDE,70-79,X,0.0,0.0
Bhopal,IDENTITY THEFT,10-19,F,0.2111037087855521,0.39148801243998116
Bhopal,IDENTITY THEFT,10-19,M,0.1389088434693529,0.22994019803939342
Bhopal,IDENTITY THEFT,10-19,X,0.0,0.0
Bhopal,IDENTITY THEFT,20-29,F,0.13691895055101194,0.299416606770249
Bhopal,IDENTITY THEFT,20-29,M,0.07268673948736337,0.15259638102189435
Bhopal,IDENTITY THEFT,20-29,X,0.0,0.0
Bhopal,IDENTITY THEFT,30-39,F,0.17133214748998987,0.2827397031924562
Bhopal,IDENTITY THEFT,30-39,M,0.11084120001153383,0.18126361850279188
Bhopal,IDENTITY THEFT,30-39,X,0.0,0.0
Bhopal,IDENTITY THEFT,40-49,F,0.3297263010694059,0.2628732835934666
Bhopal,IDENTITY THEFT,40-49,M,0.20732347138979162,0.1798556925562398
Bhopal,IDENTITY THEFT,40-49,X,0.0,0.0
Bhopal,IDENTITY THEFT,50-59,F,0.21032711881221067,0.1772489373969503
Bhopal,IDENTITY THEFT,50-59,M,0.1392011791549671,0.10157558548273703
Bhopal,IDENTITY THEFT,50-59,X,0.0,0.0
Bhopal,IDENTITY THEFT,60-69,F,0.167795172673823,0.30372822530946614
Bhopal,IDENTITY THEFT,60-69,M,0.08901114640430538,0.1616190514144067
Bhopal,IDENTITY THEFT,60-69,X,0.0,0.0
Bhopal,IDENTITY THEFT,70-79,F,0.23779383118520742,0.23733835599120304
Bhopal,IDENTITY THEFT,70-79,M,0.1602525608552828,0.13890064666103294
Bhopal,IDENTITY THEFT,70-79,X,0.0,0.0
Bhopal,ILLEGAL POSSESSION,10-19,F,0.2479593993966126,0.466249810184029
Bhopal,ILLEGAL POSSESSION,10-19,M,0.16271688836401815,0.27519701773941585
Bhopal,ILLEGAL POSSESSION,10-19,X,0.0,0.0
Bhopal,ILLEGAL POSSESSION,20-29,F,0.1654339598684904,0.3602079839183191
Bhopal,ILLEGAL POSSESSION,20-29,M,0.08673837319063799,0.18291686175793567
Bhopal,ILLEGAL POSSESSION,20-29,X,0.0,0.0
Bhopal,ILLEGAL POSSESSION,30-39,F,0.19870922645366162,0.34843470738013016
Bhopal,ILLEGAL POSSESSION,30-39,M,0.12884592744306,0.2219722497113145
Bhopal,ILLEGAL POSSESSION,30-39,X,0.0,0.0
Bhopal,ILLEGAL POSSESSION,40-49,F,0.38907277484362485,0.31842962920360796
Bhopal,ILLEGAL POSSESSION,40-49,M,0.24455386294991077,0.21788974422864948
Bhopal,ILLEGAL POSSESSION,40-49,X,0.0,0.0
Bhopal,ILLEGAL POSSESSION,50-59,F,0.2498014317390272,0.21165729576598458
Bhopal,ILLEGAL POSSESSION,50-59,M,0.16600389492332585,0.12148428876532223
Bhopal,ILLEGAL POSSESSION,50-59,X,0.0,0.0
Bhopal,ILLEGAL POSSESSION,60-69,F,0.20336376704058592,0.368319249338633
Bhopal,ILLEGAL POSSESSION,60-69,M,0.1060452656231861,0.19580277238248742
Bhopal,ILLEGAL POSSESSION,60-69,X,0.0,0.0
Bhopal,ILLEGAL POSSESSION,70-79,F,0.2909062977761186,0.28218906008127803
Bhopal,ILLEGAL POSSESSION,70-79,M,0.1955168981840656,0.1657418441531835
Bhopal,ILLEGAL POSSESSION,70-79,X,0.0,0.0
Bhopal,KIDNAPPING,10-19,F,0.32472297078775203,0.6651775727233387
Bhopal,KIDNAPPING,10-19,M,0.21314346497484443,0.3923006051029684
Bhopal,KIDNAPPING,10-19,X,0.0,0.0
Bhopal,KIDNAPPING,20-29,F,0.2158389705543115,0.5068730592550283
Bhopal,KIDNAPPING,20-29,M,0.11371620035627888,0.25969182626128573
Bhopal,KIDNAPPING,20-29,X,0.0,0.0
Bhopal,KIDNAPPING,30-39,F,0.2615456548232143,0.4794249463071513
Bhopal,KIDNAPPING,30-39,M,0.16915374516194698,0.3081170238428633
Bhopal,KIDNAPPING,30-39,X,0.0,0.0
Bhopal,KIDNAPPING,40-49,F,0.5113238365777533,0.4509014592657348
Bhopal,KIDNAPPING,40-49,M,0.3213053365998857,0.3094709943435707
Bhopal,KIDNAPPING,40-49,X,0.0,0.0
Bhopal,KIDNAPPING,50-59,F,0.3275550648584612,0.2981303245580721
Bhopal,KIDNAPPING,50-59,M,0.2171605888239448,0.17139194800146274
Bhopal,KIDNAPPING,50-59,X,0.0,0.0
Bhopal,KIDNAPPING,60-69,F,0.26337842722752186,0.5133165943306385
Bhopal,KIDNAPPING,60-69,M,0.13778130848440373,0.27346494799244936
Bhopal,KIDNAPPING,60-69,X,0.0,0.0
Bhopal,KIDNAPPING,70-79,F,0.37583601425371843,0.4014896568552927
Bhopal,KIDNAPPING,70-79,M,0.2523797322622704,0.2362975917659173
Bhopal,KIDNAPPING,70-79,X,0.0,0.0
Bhopal,PUBLIC INTOXICATION,10-19,F,0.19528711788440006,0.399575238058445
Bhopal,PUBLIC INTOXICATION,10-19,M,0.12834184619171798,0.2332642852932354
Bhopal,PUBLIC INTOXICATION,10-19,X,0.0,0.0
Bhopal,PUBLIC INTOXICATION,20-29,F,0.12742528253167074,0.30479497866603056
Bhopal,PUBLIC INTOXICATION,20-29,M,0.06810198968705175,0.15437231534275903
Bhopal,PUBLIC INTOXICATION,20-29,X,0.0,0.0
Bhopal,PUBLIC INTOXICATION,30-39,F,0.1608972917482702,0.28545083971618473
Bhopal,PUBLIC INTOXICATION,30-39,M,0.10345122499519747,0.18322034206685806
Bhopal,PUBLIC INTOXICATION,30-39,X,0.0,0.0
Bhopal,PUBLIC INTOXICATION,40-49,F,0.3097223645153444,0.2643745158082975
Bhopal,PUBLIC INTOXICATION,40-49,M,0.19442528701368583,0.18021192968620522
Bhopal,PUBLIC INTOXICATION,40-49,X,0.0,0.0
Bhopal,PUBLIC INTOXICATION,50-59,F,0.19726532886047188,0.18242412871927216
Bhopal,PUBLIC INTOXICATION,50-59,M,0.12990070653134414,0.10415134423564679
Bhopal,PUBLIC INTOXICATION,50-59,X,0.0,0.0
Bhopal,PUBLIC INTOXICATION,60-69,F,0.15350187292973122,0.30855874792525956
Bhopal,PUBLIC INTOXICATION,60-69,M,0.08154679713299436,0.1642199269253278
Bhopal,PUBLIC INTOXICATION,60-69,X,0.0,0.0
Bhopal,PUBLIC INTOXICATION,70-79,F,0.21678854805613848,0.24381508316958103
Bhopal,PUBLIC INTOXICATION,70-79,M,0.14557678263204926,0.141465747509303
Bhopal,PUBLIC INTOXICATION,70-79,X,0.0,0.0
Bhopal,ROBBERY,10-19,F,0.32284121398141563,0.5790502666766562
Bhopal,ROBBERY,10-19,M,0.21216985895115664,0.3414457786962821
Bhopal,ROBBERY,10-19,X,0.0,0.0
Bhopal,ROBBERY,20-29,F,0.21142948999463437,0.444660920912172
Bhopal,ROBBERY,20-29,M,0.11182982267080911,0.22642050160241278
Bhopal,ROBBERY,20-29,X,0.0,0.0
Bhopal,ROBBERY,30-39,F,0.2621397560307575,0.4257556736314268
Bhopal,ROBBERY,30-39,M,0.16955001155753352,0.27200077276238216
Bhopal,ROBBERY,30-39,X,0.0,0.0
Bhopal,ROBBERY,40-49,F,0.5059857169606928,0.39348569055109767
Bhopal,ROBBERY,40-49,M,0.3179090266638719,0.2693714974183459
Bhopal,ROBBERY,40-49,X,0.0,0.0
Bhopal,ROBBERY,50-59,F,0.3233889593296485,0.261546955170633
Bhopal,ROBBERY,50-59,M,0.2140948866839997,0.15010560589800143
Bhopal,ROBBERY,50-59,X,0.0,0.0
Bhopal,ROBBERY,60-69,F,0.2593434477843342,0.45310566977695704
Bhopal,ROBBERY,60-69,M,0.1369026355753331,0.24104234737415767
Bhopal,ROBBERY,60-69,X,0.0,0.0
Bhopal,ROBBERY,70-79,F,0.36785646325384375,0.34993303889914307
Bhopal,ROBBERY,70-79,M,0.24757640074370146,0.20548152157042615
Bhopal,ROBBERY,70-79,X,0.0,0.0
Bhopal,SEXUAL ASSAULT,10-19,F,0.2622387581505301,0.3513997758009191
Bhopal,SEXUAL ASSAULT,10-19,M,0.1731513971872648,0.2055609445980507
Bhopal,SEXUAL ASSAULT,10-19,X,0.0,0.0
Bhopal,SEXUAL ASSAULT,20-29,F,0.16274703615338654,0.2726932695199293
Bhopal,SEXUAL ASSAULT,20-29,M,0.08772585200697378,0.13762731200944422
Bhopal,SEXUAL ASSAULT,20-29,X,0.0,0.0
Bhopal,SEXUAL ASSAULT,30-39,F,0.218247671100831,0.260469919813233
Bhopal,SEXUAL ASSAULT,30-39,M,0.14093007911862027,0.1656510717945231
Bhopal,SEXUAL ASSAULT,30-39,X,0.0,0.0
Bhopal,SEXUAL ASSAULT,40-49,F,0.4056334609980786,0.23459883983420357
Bhopal,SEXUAL ASSAULT,40-49,M,0.25489606923957936,0.1597496893412058
Bhopal,SEXUAL ASSAULT,40-49,X,0.0,0.0
Bhopal,SEXUAL ASSAULT,50-59,F,0.2566375999667921,0.16236179914513635
Bhopal,SEXUAL ASSAULT,50-59,M,0.16885002738477378,0.09266958938482203
Bhopal,SEXUAL ASSAULT,50-59,X,0.0,0.0
Bhopal,SEXUAL ASSAULT,60-69,F,0.20112805244680734,0.2786205400777642
Bhopal,SEXUAL ASSAULT,60-69,M,0.10969171627024363,0.14780433341739746
Bhopal,SEXUAL ASSAULT,60-69,X,0.0,0.0
Bhopal,SEXUAL ASSAULT,70-79,F,0.27951741592120605,0.21455298307485224
Bhopal,SEXUAL ASSAULT,70-79,M,0.1894536008179131,0.12477157414866297
Bhopal,SEXUAL ASSAULT,70-79,X,0.0,0.0
Bhopal,SHOPLIFTING,10-19,F,0.2546222639857627,0.47242555937844266
Bhopal,SHOPLIFTING,10-19,M,0.1673035775571846,0.277942685830229
Bhopal,SHOPLIFTING,10-19,X,0.0,0.0
Bhopal,SHOPLIFTING,20-29,F,0.1674633136565729,0.363837863907729
Bhopal,SHOPLIFTING,20-29,M,0.0884813734857536,0.18451357638651603
Bhopal,SHOPLIFTING,20-29,X,0.0,0.0
Bhopal,SHOPLIFTING,30-39,F,0.20585771899995736,0.3489595218316271
Bhopal,SHOPLIFTING,30-39,M,0.13318001923231795,0.22260990991269586
Bhopal,SHOPLIFTING,30-39,X,0.0,0.0
Bhopal,SHOPLIFTING,40-49,F,0.3994172456042221,0.31965419046747695
Bhopal,SHOPLIFTING,40-49,M,0.25103704058846016,0.21840966073805088
Bhopal,SHOPLIFTING,40-49,X,0.0,0.0
Bhopal,SHOPLIFTING,50-59,F,0.2554489264381859,0.2149169636044506
Bhopal,SHOPLIFTING,50-59,M,0.16924635191466597,0.12313136380787183
Bhopal,SHOPLIFTING,50-59,X,0.0,0.0
Bhopal,SHOPLIFTING,60-69,F,0.20495927435844902,0.3712722856780973
Bhopal,SHOPLIFTING,60-69,M,0.1078732255041182,0.197407034063535
Bhopal,SHOPLIFTING,60-69,X,0.0,0.0
Bhopal,SHOPLIFTING,70-79,F,0.29154633650235284,0.2865229877019322
Bhopal,SHOPLIFTING,70-79,M,0.19610581359442106,0.16764398818685944
Bhopal,SHOPLIFTING,70-79,X,0.0,0.0
Bhopal,TRAFFIC VIOLATION,10-19,F,0.2544104759475692,0.466249994119303
Bhopal,TRAFFIC VIOLATION,10-19,M,0.1671706480667815,0.2746101806301263
Bhopal,TRAFFIC VIOLATION,10-19,X,0.0,0.0
Bhopal,TRAFFIC VIOLATION,20-29,F,0.1673389046602985,0.3598555500509481
Bhopal,TRAFFIC VIOLATION,20-29,M,0.08842856501580901,0.18239651428287434
Bhopal,TRAFFIC VIOLATION,20-29,X,0.0,0.0
Bhopal,TRAFFIC VIOLATION,30-39,F,0.20539479117495327,0.34686324411668296
Bhopal,TRAFFIC VIOLATION,30-39,M,0.13286513187521298,0.22105356347040206
Bhopal,TRAFFIC VIOLATION,30-39,X,0.0,0.0
Bhopal,TRAFFIC VIOLATION,40-49,F,0.39900458019158547,0.31663594706282683
Bhopal,TRAFFIC VIOLATION,40-49,M,0.2507985159029835,0.2163961171554433
Bhopal,TRAFFIC VIOLATION,40-49,X,0.0,0.0
Bhopal,TRAFFIC VIOLATION,50-59,F,0.25510968237883624,0.21226445447719916
Bhopal,TRAFFIC VIOLATION,50-59,M,0.16902141638712787,0.12167362181825113
Bhopal,TRAFFIC VIOLATION,50-59,X,0.0,0.0
Bhopal,TRAFFIC VIOLATION,60-69,F,0.20461162457202192,0.3677713902381524
Bhopal,TRAFFIC VIOLATION,60-69,M,0.10764656769796292,0.19552780488295302
Bhopal,TRAFFIC VIOLATION,60-69,X,0.0,0.0
Bhopal,TRAFFIC VIOLATION,70-79,F,0.2911016085023558,0.2827560344147268
Bhopal,TRAFFIC VIOLATION,70-79,M,0.19576161402268105,0.16559411376335625
Bhopal,TRAFFIC VIOLATION,70-79,X,0.0,0.0
Bhopal,VANDALISM,10-19,F,0.27226749180905746,0.4990714510816778
Bhopal,VANDALISM,10-19,M,0.17883593674037312,0.29541465141997314
Bhopal,VANDALISM,10-19,X,0.0,0.0
Bhopal,VANDALISM,20-29,F,0.18020317227350616,0.38351496001353585
Bhopal,VANDALISM,20-29,M,0.0945403866516084,0.1960876868988134
Bhopal,VANDALISM,20-29,X,0.0,0.0
Bhopal,VANDALISM,30-39,F,0.21794808469037696,0.36899754111638183
Bhopal,VANDALISM,30-39,M,0.1415131567942732,0.23583200880998323
Bhopal,VANDALISM,30-39,X,0.0,0.0
Bhopal,VANDALISM,40-49,F,0.4248527338177179,0.342401751679441
Bhopal,VANDALISM,40-49,M,0.2671756098625988,0.23500992618133448
Bhopal,VANDALISM,40-49,X,0.0,0.0
Bhopal,VANDALISM,50-59,F,0.2725288477965778,0.22412411147188652
Bhopal,VANDALISM,50-59,M,0.18120825723514655,0.1289777301791225
Bhopal,VANDALISM,50-59,X,0.0,0.0
Bhopal,VANDALISM,60-69,F,0.22257029216466356,0.3908730197847046
Bhopal,VANDALISM,60-69,M,0.11646846236483045,0.2079850321347943
Bhopal,VANDALISM,60-69,X,0.0,0.0
Bhopal,VANDALISM,70-79,F,0.3179529988825919,0.3005874076343581
Bhopal,VANDALISM,70-79,M,0.2140442991603606,0.17747325794042879
Bhopal,VANDALISM,70-79,X,0.0,0.0
Bhopal,VEHICLE - STOLEN,10-19,F,0.27153940274875743,0.5094253650924415
Bhopal,VEHICLE - STOLEN,10-19,M,0.17840210499695325,0.30039461047261
Bhopal,VEHICLE - STOLEN,10-19,X,0.0,0.0
Bhopal,VEHICLE - STOLEN,20-29,F,0.1782734782245781,0.3890890458729427
Bhopal,VEHICLE - STOLEN,20-29,M,0.09422644791414464,0.19918335617855432
Bhopal,VEHICLE - STOLEN,20-29,X,0.0,0.0
Bhopal,VEHICLE - STOLEN,30-39,F,0.22054820411230283,0.3687367017046117
Bhopal,VEHICLE - STOLEN,30-39,M,0.1426338722865218,0.23665013596497048
Bhopal,VEHICLE - STOLEN,30-39,X,0.0,0.0
Bhopal,VEHICLE - STOLEN,40-49,F,0.4260855820103608,0.34538810906095674
Bhopal,VEHICLE - STOLEN,40-49,M,0.26766780713831606,0.2369531864820152
Bhopal,VEHICLE - STOLEN,40-49,X,0.0,0.0
Bhopal,VEHICLE - STOLEN,50-59,F,0.27246454102648154,0.22880725538113325
Bhopal,VEHICLE - STOLEN,50-59,M,0.18039120822410631,0.13148786489387737
Bhopal,VEHICLE - STOLEN,50-59,X,0.0,0.0
Bhopal,VEHICLE - STOLEN,60-69,F,0.21862148225256708,0.39446348654106467
Bhopal,VEHICLE - STOLEN,60-69,M,0.11527460334079759,0.21002250682134457
Bhopal,VEHICLE - STOLEN,60-69,X,0.0,0.0
Bhopal,VEHICLE - STOLEN,70-79,F,0.3102393609944732,0.3075822377133697
Bhopal,VEHICLE - STOLEN,70-79,M,0.20873261512163774,0.18098747590146777
Bhopal,VEHICLE - STOLEN,70-79,X,0.0,0.0
Chennai,ARSON,10-19,F,1.0531536661106502,1.7356321903172798
Chennai,ARSON,10-19,M,0.603521911763779,0.902823895554345
Chennai,ARSON,10-19,X,0.0,0.0
Chennai,ARSON,20-29,F,1.3474085187603395,2.2638494626885084
Chennai,ARSON,20-29,M,0.77454067401625,1.1634861095010234
Chennai,ARSON,20-29,X,0.0,0.0
Chennai,ARSON,30-39,F,1.1401034955182943,2.0076530338982637
Chennai,ARSON,30-39,M,0.6639796969271041,1.0076602726557151
Chennai,ARSON,30-39,X,0.0,0.0
Chennai,ARSON,40-49,F,1.0958725572606858,1.743994793659304
Chennai,ARSON,40-49,M,0.6376455548489197,0.8921538347047007
Chennai,ARSON,40-49,X,0.0,0.0
Chennai,ARSON,50-59,F,1.1832405415516958,1.604780937254544
Chennai,ARSON,50-59,M,0.7288563278284745,0.8491254306906139
Chennai,ARSON,50-59,X,0.0,0.0
Chennai,ARSON,60-69,F,1.016977389173808,1.8022215525858458
Chennai,ARSON,60-69,M,0.5557355758410192,0.9131543056625729
Chennai,ARSON,60-69,X,0.0,0.0
Chennai,ARSON,70-79,F,1.412696010261067,1.4761158037443898
Chennai,ARSON,70-79,M,0.8307302841174049,0.7803258532028886
Chennai,ARSON,70-79,X,0.0,0.0
Chennai,ASSAULT,10-19,F,1.1554117959740142,1.83861861795643
Chennai,ASSAULT,10-19,M,0.657899395409725,0.9562964552992735
Chennai,ASSAULT,10-19,X,0.0,0.0
Chennai,ASSAULT,20-29,F,1.483534644996054,2.4118549488545833
Chennai,ASSAULT,20-29,M,0.8478703924597115,1.2413640004679163
Chennai,ASSAULT,20-29,X,0.0,0.0
Chennai,ASSAULT,30-39,F,1.2310865905517725,2.13842160389386
Chennai,ASSAULT,30-39,M,0.710597587927223,1.0735528758842212
Chennai,ASSAULT,30-39,X,0.0,0.0
Chennai,ASSAULT,40-49,F,1.1935742600311703,1.8562848827008278
Chennai,ASSAULT,40-49,M,0.6892501525951324,0.9508007508103866
Chennai,ASSAULT,40-49,X,0.0,0.0
Chennai,ASSAULT,50-59,F,1.2644748730787467,1.7064076716635432
Chennai,ASSAULT,50-59,M,0.7734847694316801,0.9022339354660758
Chennai,ASSAULT,50-59,X,0.0,0.0
Chennai,ASSAULT,60-69,F,1.1146135989835901,1.9016819998335415
Chennai,ASSAULT,60-69,M,0.6048018171588916,0.9623403782292623
Chennai,ASSAULT,60-69,X,0.0,0.0
Chennai,ASSAULT,70-79,F,1.5365431080210814,1.5724587418523763
Chennai,ASSAULT,70-79,M,0.8972562119133114,0.8318162757443187
Chennai,ASSAULT,70-79,X,0.0,0.0
Chennai,BURGLARY,10-19,F,0.8110485548700862,1.3157882398070604
Chennai,BURGLARY,10-19,M,0.4641488909431471,0.6846812559901148
Chennai,BURGLARY,10-19,X,0.0,0.0
Chennai,BURGLARY,20-29,F,1.0385225674899836,1.7191669321668321
Chennai,BURGLARY,20-29,M,0.5962475119597643,0.8842099074295735
Chennai,BURGLARY,20-29,X,0.0,0.0
Chennai,BURGLARY,30-39,F,0.8750847279547267,1.5202691573012972
Chennai,BURGLARY,30-39,M,0.5086835559622791,0.7632441472967871
Chennai,BURGLARY,30-39,X,0.0,0.0
Chennai,BURGLARY,40-49,F,0.8426536060129305,1.3240676997633913
Chennai,BURGLARY,40-49,M,0.4895213710132426,0.6781196156609771
Chennai,BURGLARY,40-49,X,0.0,0.0
Chennai,BURGLARY,50-59,F,0.9061481544354817,1.2141460254106327
Chennai,BURGLARY,50-59,M,0.5573554974750379,0.6427388767571639
Chennai,BURGLARY,50-59,X,0.0,0.0
Chennai,BURGLARY,60-69,F,0.7829577782128134,1.3615534182275697
Chennai,BURGLARY,60-69,M,0.42721302518596904,0.6897084270204781
Chennai,BURGLARY,60-69,X,0.0,0.0
Chennai,BURGLARY,70-79,F,1.0859517464564943,1.1210285086837546
Chennai,BURGLARY,70-79,M,0.6376439736369306,0.5928062804582442
Chennai,BURGLARY,70-79,X,0.0,0.0
Chennai,COUNTERFEITING,10-19,F,0.8653423967469508,1.3815908367629928
Chennai,COUNTERFEITING,10-19,M,0.4940297012337346,0.7181658585716023
Chennai,COUNTERFEITING,10-19,X,0.0,0.0
Chennai,COUNTERFEITING,20-29,F,1.1087669769995876,1.8086519293781185
Chennai,COUNTERFEITING,20-29,M,0.6351707164518906,0.9299780679160938
Chennai,COUNTERFEITING,20-29,X,0.0,0.0
Chennai,COUNTERFEITING,30-39,F,0.9281975141185074,1.6111211657042581
Chennai,COUNTERFEITING,30-39,M,0.5378056430435774,0.8085063768217483
Chennai,COUNTERFEITING,30-39,X,0.0,0.0
Chennai,COUNTERFEITING,40-49,F,0.8967125352733495,1.3927605457273367
Chennai,COUNTERFEITING,40-49,M,0.5194849724036901,0.7121509593976093
Chennai,COUNTERFEITING,40-49,X,0.0,0.0
Chennai,COUNTERFEITING,50-59,F,0.9577742975015655,1.2873339970920268
Chennai,COUNTERFEITING,50-59,M,0.5876806083892713,0.6800469396046678
Chennai,COUNTERFEITING,50-59,X,0.0,0.0
Chennai,COUNTERFEITING,60-69,F,0.8356842835233358,1.4364550254271544
Chennai,COUNTERFEITING,60-69,M,0.454738773008392,0.7270879402054979
Chennai,COUNTERFEITING,60-69,X,0.0,0.0
Chennai,COUNTERFEITING,70-79,F,1.1548147542520883,1.1789561524461023
Chennai,COUNTERFEITING,70-79,M,0.6763434712648745,0.6234197527353181
Chennai,COUNTERFEITING,70-79,X,0.0,0.0
Chennai,CYBERCRIME,10-19,F,0.9971077954073571,1.535871988913567
Chennai,CYBERCRIME,10-19,M,0.5684758448811743,0.7989601327265932
Chennai,CYBERCRIME,10-19,X,0.0,0.0
Chennai,CYBERCRIME,20-29,F,1.2779292569323049,2.016348894197694
Chennai,CYBERCRIME,20-29,M,0.7311441082384763,1.0381708501555575
Chennai,CYBERCRIME,20-29,X,0.0,0.0
Chennai,CYBERCRIME,30-39,F,1.065607952424738,1.7863610889258439
Chennai,CYBERCRIME,30-39,M,0.6161733275190848,0.89695068917971
Chennai,CYBERCRIME,30-39,X,0.0,0.0
Chennai,CYBERCRIME,40-49,F,1.0314227119424564,1.5514784690983854
Chennai,CYBERCRIME,40-49,M,0.5965367132355444,0.7950557113974752
Chennai,CYBERCRIME,40-49,X,0.0,0.0
