City,crime,Age_Group,Gender,2023,2024
Bhopal,EXTORTION,10-19,F,0,1
Bhopal,EXTORTION,10-19,M,0,0
Bhopal,EXTORTION,10-19,X,0,0
Bhopal,EXTORTION,20-29,F,0,0
Bhopal,EXTORTION,20-29,M,0,0
Bhopal,EXTORTION,20-29,X,0,0
Bhopal,EXTORTION,30-39,F,0,0
Bhopal,EXTORTION,30-39,M,0,0
Bhopal,EXTORTION,30-39,X,0,0
Bhopal,EXTORTION,40-49,F,0,0
Bhopal,EXTORTION,40-49,M,0,0
Bhopal,EXTORTION,40-49,X,0,0
Bhopal,EXTORTION,50-59,F,0,0
Bhopal,EXTORTION,50-59,M,0,0
Bhopal,EXTORTION,50-59,X,0,0
Bhopal,EXTORTION,60-69,F,0,0
Bhopal,EXTORTION,60-69,M,0,0
Bhopal,EXTORTION,60-69,X,0,0
Bhopal,EXTORTION,70-79,F,0,0
Bhopal,EXTORTION,70-79,M,0,0
Bhopal,EXTORTION,70-79,X,0,0
Bhopal,FIREARM OFFENSE,10-19,F,0,0
Bhopal,FIREARM OFFENSE,10-19,M,0,0
Bhopal,FIREARM OFFENSE,10-19,X,0,0
Bhopal,FIREARM OFFENSE,20-29,F,0,0
Bhopal,FIREARM OFFENSE,20-29,M,0,0
Bhopal,FIREARM OFFENSE,20-29,X,0,0
Bhopal,FIREARM OFFENSE,30-39,F,0,0
Bhopal,FIREARM OFFENSE,30-39,M,0,0
Bhopal,FIREARM OFFENSE,30-39,X,0,0
Bhopal,FIREARM OFFENSE,40-49,F,0,0
Bhopal,FIREARM OFFENSE,40-49,M,0,0
Bhopal,FIREARM OFFENSE,40-49,X,0,0
Bhopal,FIREARM OFFENSE,50-59,F,0,0
Bhopal,FIREARM OFFENSE,50-59,M,0,0
Bhopal,FIREARM OFFENSE,50-59,X,0,0
Bhopal,FIREARM OFFENSE,60-69,F,0,0
Bhopal,FIREARM OFFENSE,60-69,M,0,0
Bhopal,FIREARM OFFENSE,60-69,X,0,0
Bhopal,FIREARM OFFENSE,70-79,F,0,0
Bhopal,FIREARM OFFENSE,70-79,M,0,0
Bhopal,FIREARM OFFENSE,70-79,X,0,0
Bhopal,FRAUD,10-19,F,0,0
Bhopal,FRAUD,10-19,M,0,0
Bhopal,FRAUD,10-19,X,0,0
Bhopal,FRAUD,20-29,F,0,0
Bhopal,FRAUD,20-29,M,0,0
Bhopal,FRAUD,20-29,X,0,0
Bhopal,FRAUD,30-39,F,0,0
Bhopal,FRAUD,30-39,M,0,0
Bhopal,FRAUD,30-39,X,0,0
Bhopal,FRAUD,40-49,F,0,0
Bhopal,FRAUD,40-49,M,0,0
Bhopal,FRAUD,40-49,X,0,0
Bhopal,FRAUD,50-59,F,0,0
Bhopal,FRAUD,50-59,M,0,0
Bhopal,FRAUD,50-59,X,0,0
Bhopal,FRAUD,60-69,F,0,0
Bhopal,FRAUD,60-69,M,0,0
Bhopal,FRAUD,60-69,X,0,0
Bhopal,FRAUD,70-79,F,0,0
Bhopal,FRAUD,70-79,M,0,0
Bhopal,FRAUD,70-79,X,0,0
Bhopal,HOMICIDE,10-19,F,0,0
Bhopal,HOMICIDE,10-19,M,0,0
Bhopal,HOMICIDE,10-19,X,0,0
Bhopal,HOMICIDE,20-29,F,0,0
Bhopal,HOMICIDE,20-29,M,0,0
Bhopal,HOMICIDE,20-29,X,0,0
Bhopal,HOMICIDE,30-39,F,0,0
Bhopal,HOMICIDE,30-39,M,0,0
Bhopal,HOMICIDE,30-39,X,0,0
Bhopal,HOMICIDE,40-49,F,0,0
Bhopal,HOMICIDE,40-49,M,0,0
Bhopal,HOMICIDE,40-49,X,0,0
Bhopal,HOMICIDE,50-59,F,0,0
Bhopal,HOMICIDE,50-59,M,0,0
Bhopal,HOMICIDE,50-59,X,0,0
Bhopal,HOMICIDE,60-69,F,0,0
Bhopal,HOMICIDE,60-69,M,0,0
Bhopal,HOMICIDE,60-69,X,0,0
Bhopal,HOMICIDE,70-79,F,0,0
Bhopal,HOMICIDE,70-79,M,0,0
Bhopal,HOMICIDE,70-79,X,0,0
Bhopal,IDENTITY THEFT,10-19,F,0,0
Bhopal,IDENTITY THEFT,10-19,M,0,0
Bhopal,IDENTITY THEFT,10-19,X,0,0
Bhopal,IDENTITY THEFT,20-29,F,0,0
Bhopal,IDENTITY THEFT,20-29,M,0,0
Bhopal,IDENTITY THEFT,20-29,X,0,0
Bhopal,IDENTITY THEFT,30-39,F,0,0
Bhopal,IDENTITY THEFT,30-39,M,0,0
Bhopal,IDENTITY THEFT,30-39,X,0,0
Bhopal,IDENTITY THEFT,40-49,F,0,0
Bhopal,IDENTITY THEFT,40-49,M,0,0
Bhopal,IDENTITY THEFT,40-49,X,0,0
Bhopal,IDENTITY THEFT,50-59,F,0,0
Bhopal,IDENTITY THEFT,50-59,M,0,0
Bhopal,IDENTITY THEFT,50-59,X,0,0
Bhopal,IDENTITY THEFT,60-69,F,0,0
Bhopal,IDENTITY THEFT,60-69,M,0,0
Bhopal,IDENTITY THEFT,60-69,X,0,0
Bhopal,IDENTITY THEFT,70-79,F,0,0
Bhopal,IDENTITY THEFT,70-79,M,0,0
Bhopal,IDENTITY THEFT,70-79,X,0,0
Bhopal,ILLEGAL POSSESSION,10-19,F,0,0
Bhopal,ILLEGAL POSSESSION,10-19,M,0,0
Bhopal,ILLEGAL POSSESSION,10-19,X,0,0
Bhopal,ILLEGAL POSSESSION,20-29,F,0,0
Bhopal,ILLEGAL POSSESSION,20-29,M,0,0
Bhopal,ILLEGAL POSSESSION,20-29,X,0,0
Bhopal,ILLEGAL POSSESSION,30-39,F,0,0
Bhopal,ILLEGAL POSSESSION,30-39,M,0,0
Bhopal,ILLEGAL POSSESSION,30-39,X,0,0
Bhopal,ILLEGAL POSSESSION,40-49,F,0,0
Bhopal,ILLEGAL POSSESSION,40-49,M,0,0
Bhopal,ILLEGAL POSSESSION,40-49,X,0,0
Bhopal,ILLEGAL POSSESSION,50-59,F,0,0
Bhopal,ILLEGAL POSSESSION,50-59,M,0,0
Bhopal,ILLEGAL POSSESSION,50-59,X,0,0
Bhopal,ILLEGAL POSSESSION,60-69,F,0,0
Bhopal,ILLEGAL POSSESSION,60-69,M,0,0
Bhopal,ILLEGAL POSSESSION,60-69,X,0,0
Bhopal,ILLEGAL POSSESSION,70-79,F,0,0
Bhopal,ILLEGAL POSSESSION,70-79,M,0,0
Bhopal,ILLEGAL POSSESSION,70-79,X,0,0
Bhopal,KIDNAPPING,10-19,F,0,1
Bhopal,KIDNAPPING,10-19,M,0,0
Bhopal,KIDNAPPING,10-19,X,0,0
Bhopal,KIDNAPPING,20-29,F,0,1
Bhopal,KIDNAPPING,20-29,M,0,0
Bhopal,KIDNAPPING,20-29,X,0,0
Bhopal,KIDNAPPING,30-39,F,0,0
Bhopal,KIDNAPPING,30-39,M,0,0
Bhopal,KIDNAPPING,30-39,X,0,0
Bhopal,KIDNAPPING,40-49,F,1,0
Bhopal,KIDNAPPING,40-49,M,0,0
Bhopal,KIDNAPPING,40-49,X,0,0
Bhopal,KIDNAPPING,50-59,F,0,0
Bhopal,KIDNAPPING,50-59,M,0,0
Bhopal,KIDNAPPING,50-59,X,0,0
Bhopal,KIDNAPPING,60-69,F,0,1
Bhopal,KIDNAPPING,60-69,M,0,0
Bhopal,KIDNAPPING,60-69,X,0,0
Bhopal,KIDNAPPING,70-79,F,0,0
Bhopal,KIDNAPPING,70-79,M,0,0
Bhopal,KIDNAPPING,70-79,X,0,0
Bhopal,PUBLIC INTOXICATION,10-19,F,0,0
Bhopal,PUBLIC INTOXICATION,10-19,M,0,0
Bhopal,PUBLIC INTOXICATION,10-19,X,0,0
Bhopal,PUBLIC INTOXICATION,20-29,F,0,0
Bhopal,PUBLIC INTOXICATION,20-29,M,0,0
Bhopal,PUBLIC INTOXICATION,20-29,X,0,0
Bhopal,PUBLIC INTOXICATION,30-39,F,0,0
Bhopal,PUBLIC INTOXICATION,30-39,M,0,0
Bhopal,PUBLIC INTOXICATION,30-39,X,0,0
Bhopal,PUBLIC INTOXICATION,40-49,F,0,0
Bhopal,PUBLIC INTOXICATION,40-49,M,0,0
Bhopal,PUBLIC INTOXICATION,40-49,X,0,0
Bhopal,PUBLIC INTOXICATION,50-59,F,0,0
Bhopal,PUBLIC INTOXICATION,50-59,M,0,0
Bhopal,PUBLIC INTOXICATION,50-59,X,0,0
Bhopal,PUBLIC INTOXICATION,60-69,F,0,0
Bhopal,PUBLIC INTOXICATION,60-69,M,0,0
Bhopal,PUBLIC INTOXICATION,60-69,X,0,0
Bhopal,PUBLIC INTOXICATION,70-79,F,0,0
Bhopal,PUBLIC INTOXICATION,70-79,M,0,0
Bhopal,PUBLIC INTOXICATION,70-79,X,0,0
Bhopal,ROBBERY,10-19,F,0,1
Bhopal,ROBBERY,10-19,M,0,0
Bhopal,ROBBERY,10-19,X,0,0
Bhopal,ROBBERY,20-29,F,0,0
Bhopal,ROBBERY,20-29,M,0,0
Bhopal,ROBBERY,20-29,X,0,0
Bhopal,ROBBERY,30-39,F,0,0
Bhopal,ROBBERY,30-39,M,0,0
Bhopal,ROBBERY,30-39,X,0,0
Bhopal,ROBBERY,40-49,F,1,0
Bhopal,ROBBERY,40-49,M,0,0
Bhopal,ROBBERY,40-49,X,0,0
Bhopal,ROBBERY,50-59,F,0,0
Bhopal,ROBBERY,50-59,M,0,0
Bhopal,ROBBERY,50-59,X,0,0
Bhopal,ROBBERY,60-69,F,0,0
Bhopal,ROBBERY,60-69,M,0,0
Bhopal,ROBBERY,60-69,X,0,0
Bhopal,ROBBERY,70-79,F,0,0
Bhopal,ROBBERY,70-79,M,0,0
Bhopal,ROBBERY,70-79,X,0,0
Bhopal,SEXUAL ASSAULT,10-19,F,0,0
Bhopal,SEXUAL ASSAULT,10-19,M,0,0
Bhopal,SEXUAL ASSAULT,10-19,X,0,0
Bhopal,SEXUAL ASSAULT,20-29,F,0,0
Bhopal,SEXUAL ASSAULT,20-29,M,0,0
Bhopal,SEXUAL ASSAULT,20-29,X,0,0
Bhopal,SEXUAL ASSAULT,30-39,F,0,0
Bhopal,SEXUAL ASSAULT,30-39,M,0,0
Bhopal,SEXUAL ASSAULT,30-39,X,0,0
Bhopal,SEXUAL ASSAULT,40-49,F,0,0
Bhopal,SEXUAL ASSAULT,40-49,M,0,0
Bhopal,SEXUAL ASSAULT,40-49,X,0,0
Bhopal,SEXUAL ASSAULT,50-59,F,0,0
Bhopal,SEXUAL ASSAULT,50-59,M,0,0
Bhopal,SEXUAL ASSAULT,50-59,X,0,0
Bhopal,SEXUAL ASSAULT,60-69,F,0,0
Bhopal,SEXUAL ASSAULT,60-69,M,0,0
Bhopal,SEXUAL ASSAULT,60-69,X,0,0
Bhopal,SEXUAL ASSAULT,70-79,F,0,0
Bhopal,SEXUAL ASSAULT,70-79,M,0,0
Bhopal,SEXUAL ASSAULT,70-79,X,0,0
Bhopal,SHOPLIFTING,10-19,F,0,0
Bhopal,SHOPLIFTING,10-19,M,0,0
Bhopal,SHOPLIFTING,10-19,X,0,0
Bhopal,SHOPLIFTING,20-29,F,0,0
Bhopal,SHOPLIFTING,20-29,M,0,0
Bhopal,SHOPLIFTING,20-29,X,0,0
Bhopal,SHOPLIFTING,30-39,F,0,0
Bhopal,SHOPLIFTING,30-39,M,0,0
Bhopal,SHOPLIFTING,30-39,X,0,0
Bhopal,SHOPLIFTING,40-49,F,0,0
Bhopal,SHOPLIFTING,40-49,M,0,0
Bhopal,SHOPLIFTING,40-49,X,0,0
Bhopal,SHOPLIFTING,50-59,F,0,0
Bhopal,SHOPLIFTING,50-59,M,0,0
Bhopal,SHOPLIFTING,50-59,X,0,0
Bhopal,SHOPLIFTING,60-69,F,0,0
Bhopal,SHOPLIFTING,60-69,M,0,0
Bhopal,SHOPLIFTING,60-69,X,0,0
Bhopal,SHOPLIFTING,70-79,F,0,0
Bhopal,SHOPLIFTING,70-79,M,0,0
Bhopal,SHOPLIFTING,70-79,X,0,0
Bhopal,TRAFFIC VIOLATION,10-19,F,0,0
Bhopal,TRAFFIC VIOLATION,10-19,M,0,0
Bhopal,TRAFFIC VIOLATION,10-19,X,0,0
Bhopal,TRAFFIC VIOLATION,20-29,F,0,0
Bhopal,TRAFFIC VIOLATION,20-29,M,0,0
Bhopal,TRAFFIC VIOLATION,20-29,X,0,0
Bhopal,TRAFFIC VIOLATION,30-39,F,0,0
Bhopal,TRAFFIC VIOLATION,30-39,M,0,0
Bhopal,TRAFFIC VIOLATION,30-39,X,0,0
Bhopal,TRAFFIC VIOLATION,40-49,F,0,0
Bhopal,TRAFFIC VIOLATION,40-49,M,0,0
Bhopal,TRAFFIC VIOLATION,40-49,X,0,0
Bhopal,TRAFFIC VIOLATION,50-59,F,0,0
Bhopal,TRAFFIC VIOLATION,50-59,M,0,0
Bhopal,TRAFFIC VIOLATION,50-59,X,0,0
Bhopal,TRAFFIC VIOLATION,60-69,F,0,0
Bhopal,TRAFFIC VIOLATION,60-69,M,0,0
Bhopal,TRAFFIC VIOLATION,60-69,X,0,0
Bhopal,TRAFFIC VIOLATION,70-79,F,0,0
Bhopal,TRAFFIC VIOLATION,70-79,M,0,0
Bhopal,TRAFFIC VIOLATION,70-79,X,0,0
Bhopal,VANDALISM,10-19,F,0,0
Bhopal,VANDALISM,10-19,M,0,0
Bhopal,VANDALISM,10-19,X,0,0
Bhopal,VANDALISM,20-29,F,0,0
Bhopal,VANDALISM,20-29,M,0,0
Bhopal,VANDALISM,20-29,X,0,0
Bhopal,VANDALISM,30-39,F,0,0
Bhopal,VANDALISM,30-39,M,0,0
Bhopal,VANDALISM,30-39,X,0,0
Bhopal,VANDALISM,40-49,F,0,0
Bhopal,VANDALISM,40-49,M,0,0
Bhopal,VANDALISM,40-49,X,0,0
Bhopal,VANDALISM,50-59,F,0,0
Bhopal,VANDALISM,50-59,M,0,0
Bhopal,VANDALISM,50-59,X,0,0
Bhopal,VANDALISM,60-69,F,0,0
Bhopal,VANDALISM,60-69,M,0,0
Bhopal,VANDALISM,60-69,X,0,0
Bhopal,VANDALISM,70-79,F,0,0
Bhopal,VANDALISM,70-79,M,0,0
Bhopal,VANDALISM,70-79,X,0,0
Bhopal,VEHICLE - STOLEN,10-19,F,0,1
Bhopal,VEHICLE - STOLEN,10-19,M,0,0
Bhopal,VEHICLE - STOLEN,10-19,X,0,0
Bhopal,VEHICLE - STOLEN,20-29,F,0,0
Bhopal,VEHICLE - STOLEN,20-29,M,0,0
Bhopal,VEHICLE - STOLEN,20-29,X,0,0
Bhopal,VEHICLE - STOLEN,30-39,F,0,0
Bhopal,VEHICLE - STOLEN,30-39,M,0,0
Bhopal,VEHICLE - STOLEN,30-39,X,0,0
Bhopal,VEHICLE - STOLEN,40-49,F,0,0
Bhopal,VEHICLE - STOLEN,40-49,M,0,0
Bhopal,VEHICLE - STOLEN,40-49,X,0,0
Bhopal,VEHICLE - STOLEN,50-59,F,0,0
Bhopal,VEHICLE - STOLEN,50-59,M,0,0
Bhopal,VEHICLE - STOLEN,50-59,X,0,0
Bhopal,VEHICLE - STOLEN,60-69,F,0,0
Bhopal,VEHICLE - STOLEN,60-69,M,0,0
Bhopal,VEHICLE - STOLEN,60-69,X,0,0
Bhopal,VEHICLE - STOLEN,70-79,F,0,0
Bhopal,VEHICLE - STOLEN,70-79,M,0,0
Bhopal,VEHICLE - STOLEN,70-79,X,0,0
Chennai,ARSON,10-19,F,1,2
Chennai,ARSON,10-19,M,1,1
Chennai,ARSON,10-19,X,1,1
Chennai,ARSON,20-29,F,1,2
Chennai,ARSON,20-29,M,1,1
Chennai,ARSON,20-29,X,1,1
Chennai,ARSON,30-39,F,1,2
Chennai,ARSON,30-39,M,1,1
Chennai,ARSON,30-39,X,1,1
Chennai,ARSON,40-49,F,1,2
Chennai,ARSON,40-49,M,1,1
Chennai,ARSON,40-49,X,1,1
Chennai,ARSON,50-59,F,1,2
Chennai,ARSON,50-59,M,1,1
Chennai,ARSON,50-59,X,1,1
Chennai,ARSON,60-69,F,1,2
Chennai,ARSON,60-69,M,1,1
Chennai,ARSON,60-69,X,1,1
Chennai,ARSON,70-79,F,1,1
Chennai,ARSON,70-79,M,1,1
Chennai,ARSON,70-79,X,1,1
Chennai,ASSAULT,10-19,F,1,2
Chennai,ASSAULT,10-19,M,1,1
Chennai,ASSAULT,10-19,X,1,1
Chennai,ASSAULT,20-29,F,1,2
Chennai,ASSAULT,20-29,M,1,1
Chennai,ASSAULT,20-29,X,1,1
Chennai,ASSAULT,30-39,F,1,2
Chennai,ASSAULT,30-39,M,1,1
Chennai,ASSAULT,30-39,X,1,1
Chennai,ASSAULT,40-49,F,1,2
Chennai,ASSAULT,40-49,M,1,1
Chennai,ASSAULT,40-49,X,1,1
Chennai,ASSAULT,50-59,F,1,2
Chennai,ASSAULT,50-59,M,1,1
Chennai,ASSAULT,50-59,X,1,1
Chennai,ASSAULT,60-69,F,1,2
Chennai,ASSAULT,60-69,M,1,1
Chennai,ASSAULT,60-69,X,1,1
Chennai,ASSAULT,70-79,F,2,2
Chennai,ASSAULT,70-79,M,1,1
Chennai,ASSAULT,70-79,X,1,1
Chennai,BURGLARY,10-19,F,1,1
Chennai,BURGLARY,10-19,M,0,1
Chennai,BURGLARY,10-19,X,0,1
Chennai,BURGLARY,20-29,F,1,2
Chennai,BURGLARY,20-29,M,1,1
Chennai,BURGLARY,20-29,X,1,1
Chennai,BURGLARY,30-39,F,1,2
Chennai,BURGLARY,30-39,M,1,1
Chennai,BURGLARY,30-39,X,0,1
Chennai,BURGLARY,40-49,F,1,1
Chennai,BURGLARY,40-49,M,0,1
Chennai,BURGLARY,40-49,X,0,1
Chennai,BURGLARY,50-59,F,1,1
Chennai,BURGLARY,50-59,M,1,1
Chennai,BURGLARY,50-59,X,0,1
Chennai,BURGLARY,60-69,F,1,1
Chennai,BURGLARY,60-69,M,0,1
Chennai,BURGLARY,60-69,X,0,1
Chennai,BURGLARY,70-79,F,1,1
Chennai,BURGLARY,70-79,M,1,1
Chennai,BURGLARY,70-79,X,1,1
Chennai,COUNTERFEITING,10-19,F,1,1
Chennai,COUNTERFEITING,10-19,M,0,1
Chennai,COUNTERFEITING,10-19,X,0,1
Chennai,COUNTERFEITING,20-29,F,1,2
Chennai,COUNTERFEITING,20-29,M,1,1
Chennai,COUNTERFEITING,20-29,X,1,1
Chennai,COUNTERFEITING,30-39,F,1,2
Chennai,COUNTERFEITING,30-39,M,1,1
Chennai,COUNTERFEITING,30-39,X,0,1
Chennai,COUNTERFEITING,40-49,F,1,1
Chennai,COUNTERFEITING,40-49,M,1,1
Chennai,COUNTERFEITING,40-49,X,0,1
Chennai,COUNTERFEITING,50-59,F,1,1
Chennai,COUNTERFEITING,50-59,M,1,1
Chennai,COUNTERFEITING,50-59,X,1,1
Chennai,COUNTERFEITING,60-69,F,1,1
Chennai,COUNTERFEITING,60-69,M,0,1
Chennai,COUNTERFEITING,60-69,X,0,1
Chennai,COUNTERFEITING,70-79,F,1,1
Chennai,COUNTERFEITING,70-79,M,1,1
Chennai,COUNTERFEITING,70-79,X,1,1
Chennai,CYBERCRIME,10-19,F,1,2
Chennai,CYBERCRIME,10-19,M,1,1
Chennai,CYBERCRIME,10-19,X,1,1
Chennai,CYBERCRIME,20-29,F,1,2
Chennai,CYBERCRIME,20-29,M,1,1
Chennai,CYBERCRIME,20-29,X,1,1
Chennai,CYBERCRIME,30-39,F,1,2
Chennai,CYBERCRIME,30-39,M,1,1
Chennai,CYBERCRIME,30-39,X,1,1
Chennai,CYBERCRIME,40-49,F,1,2
Chennai,CYBERCRIME,40-49,M,1,1
Chennai,CYBERCRIME,40-49,X,1,1
Chennai,CYBERCRIME,50-59,F,1,1
Chennai,CYBERCRIME,50-59,M,1,1
Chennai,CYBERCRIME,50-59,X,1,1
Chennai,CYBERCRIME,60-69,F,1,2
Chennai,CYBERCRIME,60-69,M,1,1
Chennai,CYBERCRIME,60-69,X,0,1
Chennai,CYBERCRIME,70-79,F,1,1
Chennai,CYBERCRIME,70-79,M,1,1
Chennai,CYBERCRIME,70-79,X,1,1
Chennai,DOMESTIC VIOLENCE,10-19,F,1,1
Chennai,DOMESTIC VIOLENCE,10-19,M,0,1
Chennai,DOMESTIC VIOLENCE,10-19,X,0,1
Chennai,DOMESTIC VIOLENCE,20-29,F,1,2
Chennai,DOMESTIC VIOLENCE,20-29,M,1,1
Chennai,DOMESTIC VIOLENCE,20-29,X,1,1
Chennai,DOMESTIC VIOLENCE,30-39,F,1,2
Chennai,DOMESTIC VIOLENCE,30-39,M,0,1
Chennai,DOMESTIC VIOLENCE,30-39,X,0,1
Chennai,DOMESTIC VIOLENCE,40-49,F,1,1
Chennai,DOMESTIC VIOLENCE,40-49,M,0,1
Chennai,DOMESTIC VIOLENCE,40-49,X,0,1
Chennai,DOMESTIC VIOLENCE,50-59,F,1,1
Chennai,DOMESTIC VIOLENCE,50-59,M,1,1
Chennai,DOMESTIC VIOLENCE,50-59,X,0,1
Chennai,DOMESTIC VIOLENCE,60-69,F,1,1
Chennai,DOMESTIC VIOLENCE,60-69,M,0,1
Chennai,DOMESTIC VIOLENCE,60-69,X,0,1
Chennai,DOMESTIC VIOLENCE,70-79,F,1,1
Chennai,DOMESTIC VIOLENCE,70-79,M,1,1
Chennai,DOMESTIC VIOLENCE,70-79,X,1,1
Chennai,DRUG OFFENSE,10-19,F,1,2
Chennai,DRUG OFFENSE,10-19,M,1,1
Chennai,DRUG OFFENSE,10-19,X,1,1
Chennai,DRUG OFFENSE,20-29,F,1,2
Chennai,DRUG OFFENSE,20-29,M,1,1
Chennai,DRUG OFFENSE,20-29,X,1,1
Chennai,DRUG OFFENSE,30-39,F,1,2
Chennai,DRUG OFFENSE,30-39,M,1,1
Chennai,DRUG OFFENSE,30-39,X,1,1
Chennai,DRUG OFFENSE,40-49,F,1,2
Chennai,DRUG OFFENSE,40-49,M,1,1
Chennai,DRUG OFFENSE,40-49,X,1,1
Chennai,DRUG OFFENSE,50-59,F,1,2
Chennai,DRUG OFFENSE,50-59,M,1,1
Chennai,DRUG OFFENSE,50-59,X,1,1
Chennai,DRUG OFFENSE,60-69,F,1,2
Chennai,DRUG OFFENSE,60-69,M,1,1
Chennai,DRUG OFFENSE,60-69,X,1,1
Chennai,DRUG OFFENSE,70-79,F,1,2
Chennai,DRUG OFFENSE,70-79,M,1,1
Chennai,DRUG OFFENSE,70-79,X,1,1
Chennai,EXTORTION,10-19,F,1,2
Chennai,EXTORTION,10-19,M,1,1
Chennai,EXTORTION,10-19,X,1,1
Chennai,EXTORTION,20-29,F,1,2
Chennai,EXTORTION,20-29,M,1,1
Chennai,EXTORTION,20-29,X,1,1
Chennai,EXTORTION,30-39,F,1,2
Chennai,EXTORTION,30-39,M,1,1
Chennai,EXTORTION,30-39,X,1,1
Chennai,EXTORTION,40-49,F,1,2
Chennai,EXTORTION,40-49,M,1,1
Chennai,EXTORTION,40-49,X,1,1
Chennai,EXTORTION,50-59,F,1,2
Chennai,EXTORTION,50-59,M,1,1
Chennai,EXTORTION,50-59,X,1,1
Chennai,EXTORTION,60-69,F,1,2
Chennai,EXTORTION,60-69,M,1,1
Chennai,EXTORTION,60-69,X,1,1
Chennai,EXTORTION,70-79,F,1,2
Chennai,EXTORTION,70-79,M,1,1
Chennai,EXTORTION,70-79,X,1,1
Chennai,FIREARM OFFENSE,10-19,F,1,1
Chennai,FIREARM OFFENSE,10-19,M,0,1
Chennai,FIREARM OFFENSE,10-19,X,0,1
Chennai,FIREARM OFFENSE,20-29,F,1,1
Chennai,FIREARM OFFENSE,20-29,M,0,1
Chennai,FIREARM OFFENSE,20-29,X,0,1
Chennai,FIREARM OFFENSE,30-39,F,1,1
Chennai,FIREARM OFFENSE,30-39,M,0,1
Chennai,FIREARM OFFENSE,30-39,X,0,1
Chennai,FIREARM OFFENSE,40-49,F,1,1
Chennai,FIREARM OFFENSE,40-49,M,0,1
Chennai,FIREARM OFFENSE,40-49,X,0,1
Chennai,FIREARM OFFENSE,50-59,F,1,1
Chennai,FIREARM OFFENSE,50-59,M,0,0
Chennai,FIREARM OFFENSE,50-59,X,0,0
Chennai,FIREARM OFFENSE,60-69,F,1,1
Chennai,FIREARM OFFENSE,60-69,M,0,1
Chennai,FIREARM OFFENSE,60-69,X,0,1
Chennai,FIREARM OFFENSE,70-79,F,1,1
Chennai,FIREARM OFFENSE,70-79,M,0,0
Chennai,FIREARM OFFENSE,70-79,X,0,0
Chennai,FRAUD,10-19,F,1,2
Chennai,FRAUD,10-19,M,1,1
Chennai,FRAUD,10-19,X,0,1
Chennai,FRAUD,20-29,F,1,2
Chennai,FRAUD,20-29,M,1,1
Chennai,FRAUD,20-29,X,1,1
Chennai,FRAUD,30-39,F,1,2
Chennai,FRAUD,30-39,M,1,1
Chennai,FRAUD,30-39,X,1,1
Chennai,FRAUD,40-49,F,1,2
Chennai,FRAUD,40-49,M,1,1
Chennai,FRAUD,40-49,X,1,1
Chennai,FRAUD,50-59,F,1,1
Chennai,FRAUD,50-59,M,1,1
Chennai,FRAUD,50-59,X,1,1
Chennai,FRAUD,60-69,F,1,2
Chennai,FRAUD,60-69,M,1,1
Chennai,FRAUD,60-69,X,0,1
Chennai,FRAUD,70-79,F,1,1
Chennai,FRAUD,70-79,M,1,1
Chennai,FRAUD,70-79,X,1,1
Chennai,HOMICIDE,10-19,F,1,1
Chennai,HOMICIDE,10-19,M,0,1
Chennai,HOMICIDE,10-19,X,0,1
Chennai,HOMICIDE,20-29,F,1,2
Chennai,HOMICIDE,20-29,M,1,1
Chennai,HOMICIDE,20-29,X,0,1
Chennai,HOMICIDE,30-39,F,1,1
Chennai,HOMICIDE,30-39,M,0,1
Chennai,HOMICIDE,30-39,X,0,1
Chennai,HOMICIDE,40-49,F,1,1
Chennai,HOMICIDE,40-49,M,0,1
Chennai,HOMICIDE,40-49,X,0,1
Chennai,HOMICIDE,50-59,F,1,1
Chennai,HOMICIDE,50-59,M,0,1
Chennai,HOMICIDE,50-59,X,0,1
Chennai,HOMICIDE,60-69,F,1,1
Chennai,HOMICIDE,60-69,M,0,1
Chennai,HOMICIDE,60-69,X,0,1
Chennai,HOMICIDE,70-79,F,1,1
Chennai,HOMICIDE,70-79,M,1,1
Chennai,HOMICIDE,70-79,X,1,1
Chennai,IDENTITY THEFT,10-19,F,1,1
Chennai,IDENTITY THEFT,10-19,M,0,0
Chennai,IDENTITY THEFT,10-19,X,0,0
Chennai,IDENTITY THEFT,20-29,F,1,1
Chennai,IDENTITY THEFT,20-29,M,0,1
Chennai,IDENTITY THEFT,20-29,X,0,1
Chennai,IDENTITY THEFT,30-39,F,1,1
Chennai,IDENTITY THEFT,30-39,M,0,0
Chennai,IDENTITY THEFT,30-39,X,0,0
Chennai,IDENTITY THEFT,40-49,F,1,1
Chennai,IDENTITY THEFT,40-49,M,0,0
Chennai,IDENTITY THEFT,40-49,X,0,0
Chennai,IDENTITY THEFT,50-59,F,1,1
Chennai,IDENTITY THEFT,50-59,M,0,0
Chennai,IDENTITY THEFT,50-59,X,0,0
Chennai,IDENTITY THEFT,60-69,F,1,1
Chennai,IDENTITY THEFT,60-69,M,0,0
Chennai,IDENTITY THEFT,60-69,X,0,0
Chennai,IDENTITY THEFT,70-79,F,1,1
Chennai,IDENTITY THEFT,70-79,M,0,0
Chennai,IDENTITY THEFT,70-79,X,0,0
Chennai,ILLEGAL POSSESSION,10-19,F,1,2
Chennai,ILLEGAL POSSESSION,10-19,M,1,1
Chennai,ILLEGAL POSSESSION,10-19,X,1,1
Chennai,ILLEGAL POSSESSION,20-29,F,2,3
Chennai,ILLEGAL POSSESSION,20-29,M,1,1
Chennai,ILLEGAL POSSESSION,20-29,X,1,1
